batch,mae,supervise
353,0.001942945,0.001744354
354,0.002013889,0.002024017
355,0.002244483,0.002348133
356,0.002208025,0.002015594
357,0.004880103,0.004499423
358,0.003387209,0.003063293
359,0.00382609,0.003503407
360,0.010485291,0.010016327
361,0.002868278,0.002583017
362,0.001568109,0.001488787
363,0.001778952,0.001776422
364,0.005483964,0.004638417
365,0.002416109,0.002421067
366,0.002784348,0.002629315
367,0.002052631,0.001917669
368,0.001824205,0.001764673
369,0.00274023,0.002572289
370,0.001709642,0.001595563
371,0.002188268,0.002040148
372,0.001464883,0.001287744
373,0.002194246,0.00228347
374,0.002624331,0.002559729
375,0.0119227,0.01179587
376,0.002024602,0.001884997
377,0.003752985,0.003163274
378,0.002602041,0.002465202
379,0.002238292,0.002284467
380,0.002532494,0.002234766
381,0.001610281,0.001543432
382,0.002519858,0.002351225
383,0.002269693,0.002231439
384,0.002459284,0.002331233
385,0.011658571,0.011019426
386,0.005694183,0.005815285
387,0.001984785,0.00186792
388,0.005009921,0.005092116
389,0.004731848,0.0041389
390,0.001431034,0.001539207
391,0.00143386,0.001417671
392,0.001606998,0.001518518
393,0.002112239,0.001939076
394,0.003551985,0.003682558
395,0.001127585,0.001438065
396,0.002460347,0.002555684
397,0.002349939,0.002171347
398,0.003828363,0.00342281
399,0.000918193,0.000962408
400,0.002316073,0.002156204
401,0.00213064,0.001986447
402,0.001991783,0.001989409
403,0.001645103,0.001738893
404,0.001611959,0.001576107
405,0.002082963,0.002001002
406,0.002495321,0.002408018
407,0.001345399,0.001386795
408,0.002028439,0.002299176
409,0.001992623,0.001907437
410,0.002568355,0.002327373
411,0.002007504,0.001950331
412,0.002220025,0.001973088
413,0.002655425,0.002284715
414,0.001600173,0.001636025
415,0.003242909,0.003201514
416,0.003004694,0.002599432
417,0.001631298,0.001541168
418,0.002193254,0.002091335
419,0.00224872,0.001990638
420,0.001412455,0.001302975
421,0.003310693,0.002941697
422,0.001666988,0.001779507
423,0.002306449,0.00208082
424,0.001851381,0.001941214
425,0.002023324,0.00202612
426,0.002853556,0.002376603
427,0.004964216,0.004325946
428,0.002428216,0.00220449
429,0.002970392,0.002788933
430,0.006433906,0.005434414
431,0.002833638,0.00282049
432,0.001587913,0.00156551
433,0.001931076,0.001867121
434,0.006884305,0.00620175
435,0.002312043,0.002414443
436,0.001148264,0.001266165
437,0.002309963,0.002006345
438,0.003571156,0.00340842
439,0.004308551,0.00425982
440,0.002091419,0.002065158
441,0.001514523,0.001731267
442,0.001867664,0.001820966
443,0.002278772,0.002209092
444,0.001324711,0.001486753
445,0.002212039,0.002103461
446,0.008476536,0.007700644
447,0.00181473,0.00183654
448,0.001830486,0.001803995
449,0.002248091,0.0021084
450,0.003738021,0.003590886
451,0.002298484,0.002446148
452,0.002157214,0.002177327
453,0.001989515,0.001869701
454,0.001759751,0.001697295
455,0.008381753,0.008349718
456,0.017781697,0.015481538
457,0.002321668,0.002368693
458,0.002054997,0.001972777
459,0.001497596,0.001526762
460,0.002517917,0.002543315
461,0.001638892,0.001553967
462,0.001823368,0.001795465
463,0.002089531,0.002000952
464,0.002136013,0.002370463
465,0.001319079,0.001331429
466,0.001635713,0.001452267
467,0.00174403,0.001743761
468,0.001843682,0.001541646
469,0.003550527,0.003520665
470,0.003096167,0.002988065
471,0.001942537,0.001921573
472,0.00174993,0.001640129
473,0.007318223,0.006512981
474,0.003821433,0.003812398
475,0.001327124,0.001280911
476,0.001993945,0.001954993
477,0.013826464,0.012676487
478,0.006753881,0.006755795
479,0.002112505,0.002088809
480,0.002922087,0.002678728
481,0.001630049,0.001730712
482,0.004808325,0.00482085
483,0.001106041,0.001360546
484,0.002543671,0.002516037
485,0.002470964,0.002723034
486,0.002021394,0.001970773
487,0.002149458,0.002179629
488,0.002197219,0.002033109
489,0.004101519,0.004019144
490,0.002365519,0.002250584
491,0.002076348,0.002104115
492,0.004882864,0.004839925
493,0.001781547,0.0018647
494,0.001361487,0.001354352
495,0.005480168,0.005750939
496,0.002736967,0.002993252
497,0.003871294,0.003535475
498,0.001624647,0.001504607
499,0.001649744,0.001547116
500,0.002070799,0.002100365
501,0.002003201,0.002076737
502,0.001486466,0.001508377
503,0.002545058,0.002485332
504,0.00177572,0.001513851
505,0.004572459,0.004217554
506,0.002408673,0.002320588
507,0.001705581,0.001626509
508,0.001797146,0.001718188
509,0.002533971,0.002443401
510,0.001237953,0.001165003
511,0.00282132,0.002757419
512,0.002818231,0.002865122
513,0.001286791,0.001281373
514,0.002403654,0.002354905
515,0.002353857,0.002306433
516,0.001659972,0.001653155
517,0.002765768,0.002436069
518,0.00175274,0.001723717
519,0.002253044,0.002168867
520,0.001868884,0.001851494
521,0.001270196,0.0013294
522,0.001605751,0.001333957
523,0.001920455,0.001832427
524,0.002594655,0.002313571
525,0.001936901,0.002128298
526,0.001829038,0.001783734
527,0.001459364,0.001444332
528,0.001875836,0.001751686
529,0.002571775,0.002334064
530,0.002341647,0.00237227
531,0.002658057,0.002590735
532,0.00365364,0.003628398
533,0.003454042,0.002788312
534,0.001749666,0.001685387
535,0.002722572,0.002416155
536,0.005029987,0.004384032
537,0.00196059,0.00194104
538,0.001540615,0.001626233
539,0.001867167,0.001803293
540,0.011447274,0.011093345
541,0.002183904,0.00203259
542,0.002365456,0.002020568
543,0.001584832,0.001479779
544,0.00176514,0.001718749
545,0.00220948,0.002135732
546,0.002220483,0.002221401
547,0.002362556,0.002415264
548,0.002235944,0.002247877
549,0.001610048,0.001535546
550,0.002184101,0.002010542
551,0.001178403,0.001110002
552,0.002306529,0.002141113
553,0.001611689,0.001610798
554,0.001899799,0.001755056
555,0.001516429,0.001437522
556,0.001548174,0.001518063
557,0.001562104,0.001414489
558,0.001195687,0.001166729
559,0.002104658,0.002104635
560,0.007201867,0.005916515
561,0.001700093,0.001523608
562,0.000506492,0.000557607
563,0.032751746,0.031432528
564,0.017257841,0.017291307
565,0.008797504,0.008528631
566,0.010991935,0.0106244
567,0.015688147,0.015667008
568,0.038302097,0.035128694
569,0.033741739,0.031509541
570,0.023584617,0.023396662
571,0.013703573,0.013740032
572,0.046930403,0.046252392
573,0.040775012,0.03947407
574,0.013310662,0.013147161
575,0.053714003,0.051916651
576,0.011232096,0.011214663
577,0.025282811,0.023801073
578,0.041235894,0.040837195
579,0.027703365,0.027588459
580,0.032106917,0.030442076
581,0.045012642,0.042364161
582,0.012448571,0.012615493
583,0.010182469,0.010773653
584,0.029136173,0.028748747
585,0.020484168,0.019474072
586,0.036714155,0.036425907
587,0.02491723,0.023729613
588,0.026263686,0.027205953
589,0.014530121,0.014836589
590,0.01837042,0.017569775
591,0.029294113,0.026756393
592,0.045610845,0.044525523
593,0.042263113,0.040745195
594,0.029948108,0.028047653
595,0.029827958,0.028253956
596,0.013528943,0.013664554
597,0.030253533,0.028337589
598,0.025645005,0.022723064
599,0.007500221,0.007175664
600,0.037324201,0.035915215
601,0.012623418,0.010628388
602,0.01153458,0.010503268
603,0.016744155,0.014701842
604,0.028741995,0.027449813
605,0.022976514,0.020458747
606,0.037267283,0.033233553
607,0.050186053,0.045165766
608,0.009104696,0.008538917
609,0.020909999,0.020266568
610,0.028922047,0.027393242
611,0.018635424,0.017197765
612,0.039257728,0.035821091
613,0.042300064,0.038156804
614,0.030101798,0.026194466
615,0.035568319,0.031638186
616,0.016150076,0.015646847
617,0.02396626,0.023778601
618,0.015344271,0.014894301
619,0.048448056,0.04320081
620,0.049624927,0.045191485
621,0.039171088,0.035710294
622,0.037647504,0.033294924
623,0.012957423,0.01113816
624,0.021060936,0.019489195
625,0.027162245,0.023088591
626,0.015912738,0.014179171
627,0.035942245,0.032719795
628,0.024082208,0.021339001
629,0.013348799,0.011944484
630,0.029295009,0.025619606
631,0.014244296,0.013205719
632,0.028948268,0.025939822
633,0.020550739,0.017525604
634,0.029429384,0.026422856
635,0.014559585,0.013915567
636,0.006529831,0.006212601
637,0.025225496,0.0219562
638,0.037742961,0.030509802
639,0.009625841,0.008980069
640,0.009051129,0.008282901
641,0.020475617,0.018034941
642,0.00944064,0.008374183
643,0.01686934,0.014583264
644,0.031848982,0.027268324
645,0.021936432,0.017329274
646,0.012419179,0.011539586
647,0.016845543,0.01571746
648,0.034509309,0.028155176
649,0.04145718,0.032427095
650,0.013567883,0.012930771
651,0.016482966,0.013728045
652,0.028543454,0.025947696
653,0.02487793,0.020291405
654,0.039890651,0.032209985
655,0.024190774,0.020478539
656,0.028119324,0.021418886
657,0.028020239,0.023520527
658,0.003901197,0.003566635
659,0.031451661,0.026023993
660,0.025912894,0.021366296
661,0.022374691,0.016868794
662,0.033643465,0.031053964
663,0.019692939,0.018566536
664,0.011786759,0.009698312
665,0.018313235,0.016457304
666,0.008103981,0.007153954
667,0.015216036,0.012927531
668,0.024354104,0.021461645
669,0.032573134,0.022084948
670,0.022401411,0.015737129
671,0.030156625,0.026677949
672,0.028514007,0.023871111
673,0.018085958,0.011956194
674,0.012381518,0.011981264
675,0.021171102,0.017115161
676,0.033568177,0.02426596
677,0.019062078,0.014440659
678,0.008183636,0.007311815
679,0.011656644,0.010875572
680,0.019913075,0.015255007
681,0.019256016,0.015624483
682,0.026580431,0.020453943
683,0.018549871,0.017036302
684,0.036896881,0.025296116
685,0.031888478,0.024744794
686,0.016280683,0.013717676
687,0.017005462,0.01193747
688,0.013780447,0.011876573
689,0.017127665,0.013082523
690,0.017144691,0.01348286
691,0.025830645,0.018708585
692,0.017609861,0.012928293
693,0.014952484,0.012835386
694,0.019193877,0.016601369
695,0.010085462,0.009227124
696,0.008984672,0.008853849
697,0.018614704,0.013528463
698,0.02906259,0.019054977
699,0.025170978,0.020323912
700,0.019648226,0.01379878
701,0.009478061,0.008471292
702,0.027879734,0.023474254
703,0.011250849,0.009448217
704,0.011609653,0.010400684
705,0.02045978,0.015794972
706,0.025758201,0.020985914
707,0.032207109,0.025368724
708,0.015299262,0.010687688
709,0.025581749,0.017747786
710,0.009362855,0.007836773
711,0.025805708,0.019150335
712,0.031559553,0.023957511
713,0.027430365,0.019291257
714,0.019396337,0.017642446
715,0.019693786,0.01451816
716,0.020357361,0.014732176
717,0.029602597,0.020725863
718,0.021630403,0.01718585
719,0.027208453,0.016564624
720,0.022358172,0.016259942
721,0.01741311,0.015211087
722,0.006951443,0.005847906
723,0.012376099,0.010735493
724,0.01866403,0.013919724
725,0.022966279,0.018630974
726,0.017194957,0.012339166
727,0.011873113,0.009231269
728,0.011013976,0.008956833
729,0.019100102,0.014724578
730,0.012278456,0.011464252
731,0.021137938,0.014891004
732,0.023129893,0.015757384
733,0.005548848,0.004684323
734,0.023918768,0.020187851
735,0.019624725,0.013999084
736,0.023121936,0.018941788
737,0.02354075,0.019006656
738,0.017475832,0.014758475
739,0.011609653,0.009269088
740,0.008611057,0.008523883
741,0.007376379,0.00677698
742,0.01258259,0.010104079
743,0.020119894,0.018250609
744,0.009580435,0.008387752
745,0.018763196,0.016923539
746,0.022706494,0.018167995
747,0.012869406,0.011407088
748,0.00659012,0.005650081
749,0.010929499,0.010474663
750,0.00888408,0.007842595
751,0.017979465,0.012082621
752,0.009420679,0.008377274
753,0.020509169,0.014824176
754,0.033231005,0.027740153
755,0.026758257,0.022733429
756,0.006658025,0.005681925
757,0.013051417,0.009839017
758,0.018602325,0.013603176
759,0.014556279,0.009432353
760,0.01677705,0.013691669
761,0.049021583,0.039421733
762,0.009925055,0.007458841
763,0.011169356,0.007636171
764,0.015618413,0.010630142
765,0.05031006,0.037712865
766,0.031258687,0.022092771
767,0.020395456,0.015141889
768,0.014994888,0.01071568
769,0.010492013,0.009503673
770,0.010059875,0.009072849
771,0.021286597,0.018410301
772,0.019982304,0.015710928
773,0.013647965,0.011212426
774,0.022363571,0.018258432
775,0.007461784,0.006356904
776,0.028406952,0.022768846
777,0.018445188,0.012064802
778,0.016171034,0.014867987
779,0.023162752,0.019859813
780,0.030527387,0.026518874
781,0.012581065,0.010629927
782,0.029693795,0.02492065
783,0.027720507,0.02478441
784,0.025278494,0.022588372
785,0.0043207,0.003856476
786,0.025251521,0.01897097
787,0.016692793,0.012115831
788,0.007032735,0.005571198
789,0.017653774,0.015879696
790,0.013209657,0.01158211
791,0.013514875,0.012148567
792,0.005491022,0.004495757
793,0.033762954,0.024235664
794,0.02243826,0.019475896
795,0.018837748,0.013992211
796,0.013155057,0.010710491
797,0.025978005,0.018301738
798,0.024249446,0.01973805
799,0.010418949,0.007695579
800,0.023312248,0.021096895
801,0.024664361,0.017401176
802,0.014737487,0.011023257
803,0.023273114,0.019146757
804,0.015455738,0.01172275
805,0.018118102,0.015408457
806,0.007875715,0.006613979
807,0.016850516,0.014955784
808,0.016524481,0.011700769
809,0.018793819,0.015727248
810,0.018604876,0.014095382
811,0.02321104,0.017282901
812,0.003599016,0.00301382
813,0.022770315,0.016050858
814,0.00512446,0.004114844
815,0.008768472,0.007280791
816,0.005897919,0.00513601
817,0.016554451,0.013539611
818,0.007154859,0.006596544
819,0.014418059,0.012744549
820,0.00649915,0.005350775
821,0.023561105,0.01673108
822,0.025195966,0.016721994
823,0.011038546,0.008763359
824,0.008746005,0.008103545
825,0.01004286,0.007754402
826,0.011173681,0.007978717
827,0.01893992,0.013594753
828,0.014815976,0.010883823
829,0.014775036,0.011118425
830,0.01673723,0.013855726
831,0.018441001,0.016629837
832,0.019746736,0.016456084
833,0.022774888,0.020363741
834,0.017384687,0.014759435
835,0.009572265,0.008338717
836,0.011104517,0.0094688
837,0.011783651,0.010330861
838,0.010207373,0.009319913
839,0.009001582,0.007005642
840,0.011381963,0.009409844
841,0.023635445,0.017845139
842,0.010397387,0.009890164
843,0.006771625,0.006027626
844,0.014244871,0.013542189
845,0.042399228,0.031337954
846,0.009430266,0.008358558
847,0.015351589,0.013301269
848,0.009100543,0.007620154
849,0.019382654,0.014622567
850,0.015434057,0.014404343
851,0.007765718,0.006961247
852,0.020799575,0.015826695
853,0.031485096,0.022952553
854,0.018646624,0.015264134
855,0.023884345,0.018718993
856,0.009948412,0.00873266
857,0.013638793,0.012188396
858,0.014545299,0.01082171
859,0.018172942,0.014802558
860,0.029716562,0.023176793
861,0.033395771,0.026444685
862,0.011589767,0.00981636
863,0.019980589,0.015827229
864,0.004056367,0.003563613
865,0.008205595,0.006908638
866,0.016755369,0.012710217
867,0.008507063,0.007671146
868,0.027773838,0.023062227
869,0.019189566,0.014918658
870,0.014619746,0.011762009
871,0.020533368,0.014560947
872,0.018543554,0.015224479
873,0.014769987,0.013101851
874,0.019333746,0.015934108
875,0.00986167,0.007735325
876,0.022594204,0.020062972
877,0.010953979,0.010068168
878,0.014676352,0.012110452
879,0.018997382,0.014801989
880,0.018281465,0.012572786
881,0.005548613,0.0051251
882,0.014401065,0.01218299
883,0.015448447,0.012637789
884,0.008130207,0.00694864
885,0.025355753,0.022626009
886,0.009888067,0.00953055
887,0.037699267,0.033331681
888,0.01098814,0.008827407
889,0.005330749,0.004923726
890,0.008440971,0.007446192
891,0.006057327,0.005546337
892,0.028947368,0.02502339
893,0.029751925,0.024413066
894,0.016622119,0.013044408
895,0.006945761,0.006314185
896,0.009978957,0.008990447
897,0.016342387,0.013393519
898,0.01482932,0.012619328
899,0.021384988,0.018353833
900,0.004589164,0.004008401
901,0.022941731,0.016645711
902,0.017556801,0.01515527
903,0.008469963,0.007233386
904,0.036822159,0.027589519
905,0.022306904,0.01886238
906,0.00857243,0.007329453
907,0.018408744,0.016433092
908,0.010354269,0.009284938
909,0.021870201,0.02038517
910,0.022805309,0.018671611
911,0.010340214,0.009488218
912,0.01282479,0.010741107
913,0.011554711,0.010395668
914,0.012820414,0.011392429
915,0.016624395,0.014261549
916,0.014959863,0.01365718
917,0.011767872,0.010990771
918,0.016456161,0.013158945
919,0.019054879,0.016817767
920,0.007901152,0.006991086
921,0.009631267,0.008679192
922,0.011294086,0.010008001
923,0.008652827,0.007675321
924,0.014147266,0.010985293
925,0.022770338,0.01851923
926,0.017526494,0.015055091
927,0.029071404,0.026794156
928,0.015881993,0.013311798
929,0.009378877,0.00864365
930,0.011483546,0.010298698
931,0.026087662,0.022714306
932,0.023012334,0.020766361
933,0.018850014,0.015846852
934,0.007848721,0.00684496
935,0.013165366,0.012577891
936,0.006134701,0.00606035
937,0.013171029,0.010907564
938,0.004981959,0.004593832
939,0.019268189,0.016059989
940,0.009208485,0.007970653
941,0.009186537,0.007820814
942,0.011840558,0.010207104
943,0.021640206,0.019320836
944,0.017339954,0.014886306
945,0.01382065,0.011454169
946,0.025341166,0.022298593
947,0.015431291,0.014812358
948,0.012843014,0.012173664
949,0.021871302,0.018129651
950,0.026033329,0.021741435
951,0.011565381,0.010217281
952,0.006162438,0.005756759
953,0.005848852,0.005106542
954,0.011146722,0.009887565
955,0.009721444,0.008445626
956,0.028506534,0.024345471
957,0.013048871,0.01191608
958,0.008785496,0.0076503
959,0.034030762,0.028775597
960,0.014709581,0.012769849
961,0.024390316,0.018847503
962,0.01102531,0.009691431
963,0.011692223,0.011078677
964,0.008015324,0.006555593
965,0.013866542,0.011200529
966,0.032753114,0.027314665
967,0.010066607,0.008695749
968,0.011020301,0.009731678
969,0.004641595,0.00386785
970,0.006806135,0.005416982
971,0.022545716,0.018780705
972,0.004362771,0.003735205
973,0.005758096,0.004668418
974,0.007411088,0.007107592
975,0.020846548,0.016807484
976,0.017288461,0.013891781
977,0.012164073,0.01008103
978,0.024763262,0.020937782
979,0.013023762,0.010789501
980,0.012132384,0.009843932
981,0.015266211,0.014014806
982,0.013198463,0.010858833
983,0.004001246,0.003749583
984,0.016163418,0.013628807
985,0.00695277,0.006504422
986,0.009203508,0.008406654
987,0.015662283,0.014568158
988,0.017123349,0.014367378
989,0.019722644,0.015803387
990,0.025211399,0.020003423
991,0.013856076,0.011266657
992,0.025558308,0.022273071
993,0.014276003,0.011120324
994,0.011406711,0.010636492
995,0.018268943,0.018974278
996,0.008951011,0.00778951
