batch,mae,supervise
997,0.012900834,0.01093863
998,0.012420851,0.010502507
999,0.030795911,0.024862316
1000,0.021733275,0.018936757
1001,0.010715639,0.010009777
1002,0.020484958,0.019219926
1003,0.019361908,0.015662871
1004,0.009347137,0.008356951
1005,0.005256213,0.004622719
1006,0.01791309,0.015391653
1007,0.007485827,0.006678964
1008,0.010861792,0.009757256
1009,0.017646361,0.012855486
1010,0.008868734,0.007886461
1011,0.014213117,0.011110342
1012,0.022495097,0.019236933
1013,0.013980536,0.012714551
1014,0.015469912,0.013546683
1015,0.035954386,0.030327372
1016,0.017044937,0.013963962
1017,0.008996402,0.00815626
1018,0.017892506,0.015780004
1019,0.015761361,0.01426204
1020,0.011833554,0.009627272
1021,0.009584191,0.008503587
1022,0.006692104,0.005260684
1023,0.015804362,0.013529242
1024,0.014251472,0.013288425
1025,0.016371923,0.014865111
1026,0.011520012,0.009092685
1027,0.009135094,0.007804864
1028,0.01070438,0.008815085
1029,0.009510776,0.008387554
1030,0.027245035,0.022666676
1031,0.012456656,0.010763518
1032,0.012787636,0.011553223
1033,0.014157528,0.011919205
1034,0.005315258,0.004741032
1035,0.013341717,0.010249035
1036,0.029158337,0.025253698
1037,0.006133961,0.005577859
1038,0.01192561,0.010528095
1039,0.01160043,0.009388485
1040,0.019015351,0.017502565
1041,0.031316444,0.028764572
1042,0.006000877,0.005088988
1043,0.017314631,0.014607204
1044,0.009430084,0.008342557
1045,0.010897138,0.009931064
1046,0.006197192,0.005117094
1047,0.031338632,0.026126374
1048,0.006753388,0.006597099
1049,0.023395333,0.020145029
1050,0.012231363,0.010575259
1051,0.019769067,0.015415846
1052,0.013991036,0.011460807
1053,0.011254775,0.009378395
1054,0.009928389,0.009515311
1055,0.007379658,0.007155846
1056,0.0087869,0.007509532
1057,0.01497245,0.014449771
1058,0.021413231,0.017758638
1059,0.030224051,0.025154775
1060,0.024351822,0.019422427
1061,0.011456895,0.010306604
1062,0.011935015,0.009995966
1063,0.009541547,0.008594008
1064,0.00905579,0.008401178
1065,0.020328529,0.016385542
1066,0.015458536,0.013216006
1067,0.006309498,0.005668621
1068,0.010497837,0.008734708
1069,0.01288518,0.011212789
1070,0.009244857,0.008386521
1071,0.013047228,0.011344356
1072,0.025586678,0.02115641
1073,0.010152427,0.009741749
1074,0.01521337,0.013861467
1075,0.030526286,0.024233961
1076,0.011178272,0.010687754
1077,0.026085461,0.02224444
1078,0.00786175,0.006914471
1079,0.020984279,0.01714794
1080,0.01538498,0.014187544
1081,0.008830674,0.006973158
1082,0.009783013,0.008481952
1083,0.012686441,0.010376169
1084,0.008026781,0.00664132
1085,0.014992409,0.013673815
1086,0.023691423,0.0212713
1087,0.016131504,0.013177272
1088,0.011498899,0.009938669
1089,0.017330999,0.013877449
1090,0.011601827,0.010363536
1091,0.028059341,0.022070386
1092,0.012981757,0.010111176
1093,0.010636923,0.00951009
1094,0.011216555,0.009965018
1095,0.006639286,0.00598723
1096,0.009917852,0.008894189
1097,0.016262969,0.012740211
1098,0.014527548,0.011750392
1099,0.005626047,0.005297554
1100,0.00904016,0.008067296
1101,0.01170622,0.00996361
1102,0.017957661,0.01461105
1103,0.00790856,0.007004278
1104,0.013142608,0.009803852
1105,0.005052455,0.0046437
1106,0.006260359,0.005281736
1107,0.012008325,0.010309684
1108,0.008719477,0.007327616
1109,0.024229659,0.019739628
1110,0.010488,0.009410763
1111,0.023511697,0.019953195
1112,0.02201283,0.018402047
1113,0.016222129,0.0131424
1114,0.016115144,0.01326008
1115,0.018962692,0.01775817
1116,0.00439775,0.003663951
1117,0.010432818,0.008791412
1118,0.007646872,0.006649973
1119,0.006323452,0.006129025
1120,0.007259929,0.006501979
1121,0.010950575,0.009510468
1122,0.008296235,0.00718265
1123,0.014480052,0.01202748
1124,0.010965846,0.008898408
1125,0.007845649,0.006232108
1126,0.002631508,0.003136937
1127,0.003198885,0.003206455
1128,0.001264794,0.001624962
1129,0.001851252,0.001945384
1130,0.001666252,0.001825255
1131,0.004857505,0.004928032
1132,0.001811667,0.001755856
1133,0.001966945,0.002087632
1134,0.003291286,0.003583992
1135,0.02599146,0.02574129
1136,0.001691086,0.001984154
1137,0.016836338,0.016332861
1138,0.005074061,0.005578556
1139,0.005112413,0.005509027
1140,0.017650127,0.016556654
1141,0.002244862,0.002432736
1142,0.002584004,0.002665999
1143,0.002371558,0.002678047
1144,0.001466298,0.001577594
1145,0.015944047,0.014261616
1146,0.001409732,0.001468404
1147,0.001340489,0.001383955
1148,0.001430292,0.0014921
1149,0.002764138,0.002862971
1150,0.001934783,0.001718154
1151,0.001618255,0.001710052
1152,0.001557227,0.001540301
1153,0.002956009,0.003208943
1154,0.001960967,0.002001
1155,0.003315526,0.003411432
1156,0.002249266,0.002394617
1157,0.001519981,0.001574064
1158,0.001425618,0.001519719
1159,0.001902169,0.001968252
1160,0.002679734,0.002767982
1161,0.001821007,0.00174226
1162,0.02077488,0.020656047
1163,0.001797761,0.001579852
1164,0.010136702,0.009796853
1165,0.00635151,0.006650196
1166,0.001722915,0.001809383
1167,0.001356931,0.001495042
1168,0.004659708,0.005446026
1169,0.001856069,0.001924434
1170,0.001712008,0.001696988
1171,0.001364445,0.0015304
1172,0.001266604,0.001680858
1173,0.0012098,0.001346061
1174,0.001318417,0.001559686
1175,0.003401596,0.003346033
1176,0.002376636,0.002439117
1177,0.002775937,0.002929491
1178,0.001438795,0.001425904
1179,0.003330986,0.003034245
1180,0.001279954,0.001373862
1181,0.000880428,0.001078208
1182,0.003073634,0.003214899
1183,0.001104385,0.001160141
1184,0.001588781,0.001851796
1185,0.001663849,0.001768654
1186,0.018763186,0.016669203
1187,0.001752499,0.001938164
1188,0.001832595,0.002074728
1189,0.003237232,0.003144835
1190,0.001140676,0.001450832
1191,0.002035452,0.002107634
1192,0.002769739,0.002668897
1193,0.001745431,0.001995588
1194,0.002229327,0.002446446
1195,0.003255392,0.003338658
1196,0.00159538,0.001655173
1197,0.00164172,0.001723209
1198,0.001046531,0.001196985
1199,0.003126416,0.003278287
1200,0.00263433,0.002564715
1201,0.005077484,0.004949819
1202,0.001367549,0.001403623
1203,0.002171509,0.002436138
1204,0.001630003,0.001746426
1205,0.001256288,0.001144012
1206,0.001124262,0.001254091
1207,0.001197932,0.001270768
1208,0.020994261,0.019518314
1209,0.001963316,0.001701332
1210,0.0019744,0.002176446
1211,0.00131502,0.001750444
1212,0.001369364,0.001408671
1213,0.00882843,0.008973848
1214,0.00136173,0.001597919
1215,0.001618399,0.001851423
1216,0.001008714,0.001208171
1217,0.001251768,0.001240603
1218,0.002558745,0.00263
1219,0.001489343,0.001673531
1220,0.00185474,0.001629398
1221,0.00648719,0.006427834
1222,0.001929269,0.00203908
1223,0.001151768,0.001246563
1224,0.002342853,0.00236854
1225,0.001585489,0.001755516
1226,0.001312519,0.001356718
1227,0.002393277,0.002255787
1228,0.003459709,0.00325144
1229,0.001353814,0.001280318
1230,0.003782662,0.003941239
1231,0.001138904,0.001258565
1232,0.008746089,0.008786237
1233,0.00185238,0.001991182
1234,0.002160013,0.002140656
1235,0.004884711,0.00484774
1236,0.001589793,0.001581272
1237,0.00145424,0.00132689
1238,0.006313624,0.006238757
1239,0.001438548,0.00145533
1240,0.001486354,0.001268657
1241,0.001251775,0.001289407
1242,0.004522013,0.004422399
1243,0.00131694,0.001198613
1244,0.001897962,0.001925316
1245,0.001937745,0.00211611
1246,0.008373332,0.00848627
1247,0.001197684,0.001119538
1248,0.002644686,0.002622157
1249,0.001196837,0.00118696
1250,0.001080187,0.0011732
1251,0.001340276,0.001298652
1252,0.001118211,0.001027296
1253,0.001312043,0.001372606
1254,0.00251373,0.002431364
1255,0.001107921,0.000984581
1256,0.001129346,0.001070257
1257,0.00709008,0.00711033
1258,0.01900317,0.015670922
1259,0.0045053,0.004507273
1260,0.006311733,0.006226102
1261,0.001073339,0.001256038
1262,0.001022988,0.00106793
1263,0.000987734,0.00102557
1264,0.001289163,0.001222706
1265,0.000966404,0.001046904
1266,0.001083944,0.001171997
1267,0.001374438,0.001361995
1268,0.00297528,0.002673013
1269,0.001839578,0.00177824
1270,0.001389838,0.001225318
1271,0.009477352,0.009300817
1272,0.002366778,0.002357168
1273,0.001815414,0.00162943
1274,0.007484913,0.007632917
1275,0.002500051,0.002492516
1276,0.00176373,0.001625053
1277,0.00177222,0.001467203
1278,0.001615826,0.001555895
1279,0.000894448,0.000952067
1280,0.002366391,0.002214881
1281,0.001143336,0.00112313
1282,0.016242428,0.014216724
1283,0.001077987,0.000969067
1284,0.00134685,0.001375105
1285,0.001088579,0.001111608
1286,0.002449741,0.002243965
1287,0.0020001,0.001986958
1288,0.001369329,0.001421797
1289,0.002735801,0.002506425
1290,0.001248377,0.001183257
1291,0.001346526,0.00132079
1292,0.001252284,0.001222159
1293,0.001191569,0.001111017
1294,0.003105992,0.00312199
1295,0.021431604,0.020306431
1296,0.0016405,0.001649522
1297,0.002088076,0.001978606
1298,0.001795448,0.001819361
1299,0.018866971,0.015173578
1300,0.008321083,0.00832549
1301,0.001800146,0.001775125
1302,0.000925032,0.000899915
1303,0.001407148,0.001374484
1304,0.002530113,0.002521861
1305,0.010412768,0.010071256
1306,0.001052368,0.001061942
1307,0.001418589,0.001556232
1308,0.00275863,0.002562222
1309,0.001809093,0.001947472
1310,0.00270002,0.002718483
1311,0.001196452,0.001260274
1312,0.000930492,0.001096609
1313,0.001411704,0.001486033
1314,0.000988254,0.001116426
1315,0.001151083,0.001211318
1316,0.003529969,0.003566273
1317,0.005533739,0.004227838
1318,0.001316851,0.001353649
1319,0.001727674,0.001789247
1320,0.001840733,0.00191682
1321,0.002037624,0.002215845
1322,0.001795663,0.001864488
1323,0.002543865,0.002445582
1324,0.001424185,0.00156415
1325,0.001201524,0.00126089
1326,0.005796586,0.005435016
1327,0.002042104,0.002200819
1328,0.001147879,0.001285769
1329,0.00116886,0.001187286
1330,0.001227254,0.001306421
1331,0.001811354,0.00179339
1332,0.001090073,0.001117217
1333,0.001001863,0.000973826
1334,0.001552284,0.001597246
1335,0.001328956,0.001453697
1336,0.017572427,0.014885986
1337,0.001339506,0.001371141
1338,0.00080496,0.00096076
1339,0.000992807,0.001017717
1340,0.001662874,0.001653693
1341,0.001540228,0.001231756
1342,0.001103768,0.001084177
1343,0.002167584,0.00204414
1344,0.000997853,0.001063698
1345,0.001060253,0.001028421
1346,0.001099265,0.001106316
1347,0.001210326,0.001136643
1348,0.002832104,0.002539776
1349,0.002051208,0.002078492
1350,0.001357931,0.001398294
1351,0.001087181,0.001149553
1352,0.001139734,0.001059252
1353,0.000753434,0.000793912
1354,0.003124566,0.003245758
1355,0.001618517,0.001621997
1356,0.001443138,0.001380489
1357,0.000905932,0.000881181
1358,0.001172099,0.001397601
1359,0.001061083,0.00102835
1360,0.003521457,0.003370218
1361,0.000720415,0.00081876
1362,0.002419217,0.002325449
1363,0.002610497,0.00238014
1364,0.001025234,0.000993548
1365,0.001501896,0.001397707
1366,0.00149083,0.001444217
1367,0.002254868,0.002198299
1368,0.002961254,0.002715921
1369,0.001115176,0.001198194
1370,0.001077677,0.001146729
1371,0.001559816,0.001707502
1372,0.001228379,0.001324881
1373,0.001366678,0.001316348
1374,0.002847165,0.002802294
1375,0.000899405,0.000964699
1376,0.001534811,0.001556406
1377,0.001224725,0.001274577
1378,0.001369434,0.001304623
1379,0.001033522,0.001048931
1380,0.001208134,0.001436751
1381,0.001024571,0.001048954
1382,0.001192366,0.001238838
1383,0.001461997,0.001474055
1384,0.001559561,0.001587468
1385,0.001011851,0.001122957
1386,0.001007388,0.001070717
1387,0.001203186,0.001211455
1388,0.004447779,0.0043431
1389,0.001498225,0.001472621
1390,0.010639696,0.010670252
1391,0.002271236,0.002445339
1392,0.002262299,0.002356484
1393,0.000899513,0.000945739
1394,0.018775694,0.015114012
1395,0.014741242,0.014695205
1396,0.007424856,0.007874307
1397,0.001190866,0.001316729
1398,0.001415558,0.001487984
1399,0.000928271,0.00098919
1400,0.001302556,0.001328255
1401,0.002238508,0.002382222
1402,0.001687728,0.001271194
1403,0.002578083,0.002621816
1404,0.001026309,0.001044383
1405,0.0086176,0.00841788
1406,0.001580756,0.001338638
1407,0.001035555,0.00096044
1408,0.007853994,0.007559321
1409,0.007649172,0.007316294
1410,0.001227306,0.001240299
1411,0.00085689,0.000939836
1412,0.022189008,0.020034766
1413,0.00515858,0.005024143
1414,0.002801006,0.002733584
1415,0.001008114,0.001017872
1416,0.001043987,0.000978953
1417,0.001059104,0.001086564
1418,0.001202772,0.001250864
1419,0.001838105,0.001667336
1420,0.001412167,0.001224692
1421,0.003076524,0.002981059
1422,0.000983191,0.000926748
1423,0.004420296,0.004593185
1424,0.002729458,0.00271275
1425,0.001598866,0.001488708
1426,0.00181551,0.001728191
1427,0.024468634,0.024034562
1428,0.002025513,0.002099581
1429,0.001230138,0.001327815
1430,0.001101024,0.001249289
1431,0.015243824,0.013025903
1432,0.002092927,0.001900348
1433,0.002184213,0.0021483
1434,0.003872357,0.003740325
1435,0.000737753,0.000843234
1436,0.001050651,0.001064618
1437,0.01902397,0.015286195
1438,0.00131664,0.001353587
1439,0.007317974,0.007504525
1440,0.00135504,0.001451716
1441,0.001779597,0.001956554
1442,0.002373502,0.002380409
1443,0.001938773,0.001877106
1444,0.002213021,0.002108288
1445,0.001167381,0.001264596
1446,0.000990993,0.001132527
1447,0.001025417,0.001197088
1448,0.001271483,0.00126708
1449,0.001332883,0.001261304
1450,0.00117452,0.001261415
1451,0.002691171,0.002483119
1452,0.004337838,0.003925147
1453,0.002075482,0.001870492
1454,0.003950542,0.004135425
1455,0.001704447,0.001584218
1456,0.002153321,0.001550404
1457,0.00093783,0.000969426
1458,0.001654098,0.00142919
1459,0.001547373,0.001538825
1460,0.001337536,0.001240415
1461,0.001069115,0.001065146
1462,0.001032801,0.001135147
1463,0.003522817,0.002593509
1464,0.001109201,0.000925489
1465,0.001535979,0.001449442
1466,0.001600041,0.001263742
1467,0.001494844,0.001382572
1468,0.002275576,0.002117238
1469,0.001163328,0.001304419
1470,0.001147315,0.001146893
1471,0.002608344,0.002509419
1472,0.002388758,0.002377517
1473,0.005825038,0.005757722
1474,0.002626174,0.002563043
1475,0.001222186,0.001109022
1476,0.001255166,0.001242473
1477,0.001418315,0.001566446
1478,0.001083633,0.001153834
1479,0.001636413,0.001557132
1480,0.000719071,0.00075517
1481,0.001510269,0.001483039
1482,0.0040721,0.004128101
1483,0.01282908,0.012642822
1484,0.000851126,0.000816429
1485,0.000996371,0.001019731
1486,0.000890524,0.000944212
1487,0.001314593,0.001251445
1488,0.003177469,0.003063962
1489,0.004269205,0.004336287
1490,0.001082068,0.001182405
1491,0.003612473,0.003374443
1492,0.001321727,0.001232897
1493,0.002173131,0.002142724
1494,0.008130078,0.008007909
1495,0.00220277,0.002289668
1496,0.000674592,0.000776807
1497,0.000987085,0.000986986
1498,0.000933812,0.001033137
1499,0.001345005,0.0013552
1500,0.005617099,0.005155213
1501,0.008034615,0.008097772
1502,0.008298161,0.00810259
1503,0.007719256,0.007889646
1504,0.001596051,0.001615454
1505,0.001409837,0.00142457
1506,0.002040684,0.002118742
1507,0.003482386,0.003865064
1508,0.000752441,0.00083762
1509,0.001915928,0.001735508
1510,0.002380261,0.002441034
1511,0.018005408,0.015022104
1512,0.002517233,0.002449821
1513,0.001424625,0.001607791
1514,0.001104105,0.001170736
1515,0.000734831,0.000789819
1516,0.001411181,0.001446778
1517,0.001060125,0.001146626
1518,0.00126937,0.001285862
1519,0.002236924,0.002017949
1520,0.001558185,0.001517966
1521,0.000778235,0.000805341
1522,0.002145455,0.002315647
1523,0.001007544,0.001086787
1524,0.002852032,0.002933343
1525,0.004739512,0.004672917
1526,0.001553814,0.001367441
1527,0.000980667,0.001072085
1528,0.000992984,0.001020672
1529,0.002160982,0.002163731
1530,0.017694324,0.014434196
1531,0.001009495,0.001032069
1532,0.001353376,0.001386544
1533,0.001728618,0.001627998
1534,0.00128409,0.001267625
1535,0.001103655,0.00124633
1536,0.010095472,0.009120855
1537,0.001215652,0.001150474
1538,0.021296358,0.017691262
1539,0.003435035,0.003716495
1540,0.004190544,0.003891012
1541,0.001028078,0.001169806
1542,0.001319092,0.001105441
1543,0.001042584,0.001036951
1544,0.001195583,0.001100689
1545,0.001807008,0.001716807
1546,0.002138666,0.002136048
1547,0.00080438,0.000906627
1548,0.001690628,0.001926659
1549,0.001451493,0.001232667
1550,0.001388743,0.001190384
1551,0.001045623,0.001156452
1552,0.001191599,0.001264203
1553,0.001738516,0.001539208
1554,0.001011401,0.001001658
1555,0.001210607,0.001072573
1556,0.001141293,0.00124942
1557,0.001333108,0.001402071
1558,0.000823461,0.000909716
1559,0.001299031,0.001378763
1560,0.001402503,0.001444474
1561,0.001301908,0.00126951
1562,0.001467569,0.001287291
1563,0.001310018,0.001203949
1564,0.001040891,0.001020844
1565,0.002143967,0.002165773
1566,0.001534333,0.001624822
1567,0.001446199,0.001531154
1568,0.015724909,0.0139222
1569,0.000790547,0.000859762
1570,0.007725154,0.007606611
1571,0.00273025,0.002716917
1572,0.001687071,0.001529117
1573,0.000831123,0.00084654
1574,0.000966098,0.001054597
1575,0.00078112,0.000846179
1576,0.002482972,0.002586722
1577,0.000778957,0.000770714
1578,0.001386625,0.001404298
1579,0.002484775,0.002412503
1580,0.003212606,0.003317402
1581,0.015069907,0.014372765
1582,0.001274053,0.001319108
1583,0.001489501,0.00132889
1584,0.001251666,0.00124338
1585,0.001399572,0.00146591
1586,0.002416699,0.002015325
1587,0.001101223,0.00115488
1588,0.013646523,0.011834056
1589,0.006235857,0.005668195
1590,0.001528034,0.001452558
1591,0.002378129,0.002451447
1592,0.002813338,0.003197556
1593,0.001561002,0.001698968
1594,0.002346848,0.002352834
1595,0.002077861,0.002060616
1596,0.001899939,0.001503988
1597,0.001205182,0.001195631
1598,0.000847392,0.000936404
1599,0.002995078,0.003102994
1600,0.003722747,0.003681955
1601,0.000877702,0.000923924
1602,0.008344484,0.007818162
1603,0.000792599,0.000867058
1604,0.000915335,0.000969737
1605,0.001758873,0.001896464
1606,0.000945211,0.000945856
1607,0.012161771,0.011877032
1608,0.00460994,0.004684852
1609,0.000874051,0.000890275
1610,0.001505889,0.001575157
1611,0.000986541,0.001176668
1612,0.001156214,0.001122116
1613,0.019996265,0.01642435
1614,0.001127694,0.001081543
1615,0.001093741,0.001166819
1616,0.001146366,0.00122878
1617,0.001419091,0.001517639
1618,0.001176774,0.001217324
1619,0.001071583,0.001048666
1620,0.001650798,0.001540212
1621,0.001047062,0.000949033
1622,0.009496649,0.008787266
1623,0.001929599,0.001992272
1624,0.000936101,0.000904391
1625,0.001826108,0.001884248
1626,0.00208437,0.001985353
1627,0.003718592,0.003793016
1628,0.000821813,0.000957574
1629,0.000755232,0.000779511
1630,0.019268045,0.015165259
1631,0.001084232,0.001053808
1632,0.00266184,0.002577639
1633,0.016423259,0.016375655
1634,0.000885835,0.000932849
1635,0.001672334,0.001407782
1636,0.001638213,0.00169217
1637,0.000912423,0.000889498
1638,0.001355558,0.001404709
1639,0.001634029,0.001451154
1640,0.001715933,0.001506419
1641,0.001238213,0.00147134
1642,0.000895273,0.000899621
1643,0.000985044,0.00098996
1644,0.00103878,0.001119479
1645,0.002037175,0.001879491
1646,0.001247848,0.001289202
1647,0.00185232,0.001665076
1648,0.001098166,0.001154038
1649,0.004145211,0.003951019
1650,0.001191357,0.001048806
1651,0.002967435,0.002942547
1652,0.000858862,0.000870342
1653,0.000943768,0.001038097
1654,0.001018573,0.000992671
1655,0.001228979,0.001170043
1656,0.000900225,0.000877739
1657,0.001005232,0.001010708
1658,0.001918296,0.001843845
1659,0.001429884,0.001465415
1660,0.001343734,0.001461564
1661,0.000906578,0.001045674
1662,0.003758844,0.003809283
1663,0.001153722,0.0010747
1664,0.013480013,0.011719556
1665,0.003708142,0.00374401
1666,0.004648512,0.004707022
1667,0.000912844,0.000955703
1668,0.001760389,0.001807132
1669,0.000824681,0.000904265
1670,0.002056685,0.002021792
1671,0.000763309,0.00085456
1672,0.001382019,0.001392997
1673,0.000870139,0.001026323
1674,0.000976574,0.001145204
1675,0.00115793,0.00113726
1676,0.001501417,0.001536398
1677,0.002481294,0.002358174
1678,0.001609376,0.001689048
1679,0.000698113,0.000711483
1680,0.000823885,0.000780564
1681,0.000834137,0.00084025
1682,0.003078509,0.002994213
1683,0.001870441,0.001809781
1684,0.000716944,0.000831084
1685,0.004156534,0.003854523
1686,0.003002799,0.003187915
1687,0.00140868,0.001450753
1688,0.001173539,0.001203251
1689,0.007355536,0.006071198
1690,0.001464485,0.00140442
1691,0.004030855,0.003470037
1692,0.003096282,0.00231881
1693,0.001537524,0.001568836
1694,0.00358126,0.00345454
1695,0.001979882,0.001751783
1696,0.004487558,0.003660045
1697,0.004478734,0.003713751
1698,0.004690117,0.003423593
1699,0.004572314,0.004368507
1700,0.001599003,0.001627134
1701,0.001447731,0.001590737
1702,0.004822273,0.003969823
1703,0.004527743,0.003587102
1704,0.003025743,0.002649268
1705,0.005426473,0.00408515
1706,0.002195699,0.002342213
1707,0.003466126,0.003048754
1708,0.003386323,0.00296585
1709,0.003959259,0.003027271
1710,0.001581548,0.001608957
1711,0.00352881,0.002884577
1712,0.003797709,0.003091568
1713,0.005385508,0.004218236
1714,0.002118576,0.002026894
1715,0.001859285,0.001648753
1716,0.004554811,0.003679553
1717,0.003525546,0.002939545
1718,0.002447802,0.002075983
1719,0.002610236,0.002381478
1720,0.0020068,0.001659905
1721,0.004871794,0.004015659
1722,0.002224852,0.002144554
1723,0.002205746,0.001914229
1724,0.002952025,0.00251823
1725,0.003750403,0.002997799
1726,0.002634286,0.002253631
1727,0.005075865,0.004578552
1728,0.005066343,0.004183284
1729,0.002472408,0.002293975
1730,0.002674902,0.002420351
1731,0.007052848,0.0059464
1732,0.003233656,0.002771538
1733,0.001171688,0.001338187
1734,0.00277176,0.002791926
1735,0.002186175,0.002339012
1736,0.003720483,0.003062906
1737,0.002057429,0.002109767
1738,0.002915209,0.003229834
1739,0.001829716,0.001687504
1740,0.001525458,0.001766885
1741,0.002046819,0.002030214
1742,0.001740745,0.001542298
1743,0.001442481,0.001542835
1744,0.002834817,0.002792626
1745,0.003204642,0.002859706
1746,0.00353931,0.002923868
1747,0.001206359,0.001265857
1748,0.002043567,0.001919491
1749,0.002696471,0.002501207
1750,0.002954709,0.002772545
1751,0.001886414,0.001778381
1752,0.00419603,0.003589747
1753,0.003330112,0.002603634
1754,0.001904037,0.001833828
1755,0.00319126,0.002596848
1756,0.001591534,0.001781251
1757,0.004652518,0.003629996
1758,0.004050118,0.003520659
1759,0.008297546,0.007113236
1760,0.002036875,0.001778036
1761,0.005555303,0.004880246
1762,0.003830742,0.003726097
1763,0.003602067,0.002965568
1764,0.002908175,0.002838052
1765,0.003455544,0.002821013
1766,0.002230102,0.001974441
1767,0.002353566,0.00199749
1768,0.005315059,0.004217552
1769,0.002699201,0.002462437
1770,0.001708666,0.001837448
1771,0.001450679,0.001478591
1772,0.001495935,0.001281768
1773,0.003118656,0.002449387
1774,0.003735755,0.003168344
1775,0.002535206,0.002481225
1776,0.004053818,0.003332864
1777,0.004383136,0.003320802
1778,0.002717306,0.002467011
1779,0.001471098,0.001417309
1780,0.002313044,0.002079531
1781,0.003391415,0.002725117
1782,0.002482422,0.002219591
1783,0.002333763,0.001928206
1784,0.007426734,0.006300733
1785,0.002218884,0.001863423
1786,0.002889323,0.002668516
1787,0.002933066,0.002815205
1788,0.001324854,0.001253535
1789,0.001945548,0.001718584
1790,0.002313436,0.00206484
1791,0.001995236,0.001709668
1792,0.002723507,0.002513561
1793,0.002160469,0.00189332
1794,0.001911509,0.001715604
1795,0.002974926,0.0024245
1796,0.002299601,0.0021542
1797,0.003410836,0.002454822
1798,0.002048508,0.001798911
1799,0.003341039,0.003044031
1800,0.002161282,0.001884587
1801,0.002640911,0.002077876
1802,0.007445485,0.005571697
1803,0.002748263,0.002622656
1804,0.004236467,0.003227638
1805,0.002381589,0.002179224
1806,0.001560971,0.0013132
1807,0.00268096,0.002337798
1808,0.001328059,0.001194419
1809,0.001283115,0.001323739
1810,0.001444478,0.001292281
1811,0.006459879,0.005326298
1812,0.00439456,0.003585643
1813,0.004948462,0.003979063
1814,0.006804526,0.005343745
1815,0.001602555,0.00186667
1816,0.001159137,0.001281426
1817,0.002469026,0.002184932
1818,0.00195757,0.001740607
1819,0.002687504,0.002545825
1820,0.003042526,0.00262345
1821,0.002665336,0.002343919
1822,0.001471506,0.001337394
1823,0.003662125,0.003247822
1824,0.003381811,0.002958103
1825,0.00244791,0.002097947
1826,0.001928121,0.001848685
1827,0.001816249,0.001675493
1828,0.002538741,0.002206884
1829,0.00248145,0.002250061
1830,0.005739535,0.004272338
1831,0.001974083,0.001937133
1832,0.00181873,0.001678051
1833,0.003028288,0.002774378
1834,0.002726142,0.002326536
1835,0.002197632,0.00171791
1836,0.001691122,0.001595772
1837,0.002788286,0.002248621
1838,0.005300319,0.00459603
1839,0.001513477,0.001295831
1840,0.003512088,0.00321359
1841,0.002227823,0.001918207
1842,0.003345721,0.002626808
1843,0.00383938,0.002957618
1844,0.004353988,0.00380907
1845,0.002486249,0.002149512
1846,0.001704713,0.001454747
1847,0.001999132,0.002041662
1848,0.002242048,0.001956296
1849,0.002275744,0.002052566
1850,0.003394673,0.002867614
1851,0.001311265,0.001392325
1852,0.001685829,0.001819762
1853,0.002863338,0.002405401
1854,0.001435183,0.001649608
1855,0.001543318,0.001657112
1856,0.00327313,0.002482631
1857,0.003861601,0.002774228
1858,0.003765972,0.003442894
1859,0.002107307,0.002029811
1860,0.002812615,0.002157122
1861,0.005850638,0.004931503
1862,0.004741291,0.003840965
1863,0.002316736,0.00211816
1864,0.002223545,0.001877821
1865,0.006890022,0.005472089
1866,0.002526277,0.002222633
1867,0.002186127,0.001995863
1868,0.002984572,0.002586163
1869,0.001265599,0.001337985
1870,0.004998378,0.003790088
1871,0.006303679,0.00508198
1872,0.002100794,0.002062282
1873,0.002044803,0.001986674
1874,0.002206823,0.001925292
1875,0.003317814,0.003174172
1876,0.003043392,0.002436756
1877,0.002226192,0.002154316
1878,0.001689568,0.001705848
1879,0.001569821,0.001766798
1880,0.001790753,0.00178293
1881,0.002347319,0.002370329
1882,0.001826792,0.001927751
1883,0.00340889,0.002765339
1884,0.002267181,0.002019047
1885,0.001726241,0.001672132
1886,0.003969072,0.003230117
1887,0.001795713,0.001952491
1888,0.004761809,0.003965139
1889,0.002009202,0.00194999
1890,0.001966171,0.002264224
1891,0.003840491,0.00352524
1892,0.002335577,0.002277543
1893,0.003002237,0.002350543
1894,0.002072301,0.001809565
1895,0.00200939,0.001977287
1896,0.002118781,0.002121092
1897,0.001719495,0.001544378
1898,0.003385226,0.002954312
1899,0.003555958,0.00293571
1900,0.001350735,0.001327452
1901,0.001836425,0.001551044
1902,0.001886482,0.001695758
1903,0.003263833,0.002856636
1904,0.002468323,0.002072283
1905,0.001958418,0.001712533
1906,0.002314907,0.002165121
1907,0.002255904,0.002109831
1908,0.00172033,0.001507068
1909,0.002074062,0.001574982
1910,0.002621992,0.00234192
1911,0.002951057,0.002540079
1912,0.00243724,0.002014396
1913,0.005055412,0.003799621
1914,0.002087326,0.001820557
1915,0.003076798,0.00279017
1916,0.002889733,0.002641043
1917,0.002371941,0.002173712
1918,0.001993395,0.001595943
1919,0.001748021,0.001438122
1920,0.006761847,0.005610075
1921,0.003727485,0.003157402
1922,0.003128757,0.002724906
1923,0.00195111,0.001775202
1924,0.004571371,0.003371772
1925,0.001561973,0.001493292
1926,0.001721959,0.001554654
1927,0.002593681,0.002410231
1928,0.00310999,0.002688204
1929,0.003074396,0.00253516
